FOTOTREE NAME                                      | LATITUDE     | LONGITUDE    | LOCATION NAME
Siksorogo SahurRun 2025                            | -7.558093    | 110.838776   | 
SILATURAHMI POUND PALU                             | -0.918205    | 119.90225    | 
Siloam Fun Run 2024                                | -7.7831316   | 110.39066    | 
Simeulue                                           | 2.6439724    | 96.02557     | 
Simo Berlari 2025                                  | -7.438024    | 110.67854    | 
Simpang 5 purwodadi                                | -7.0982456   | 110.913025   | 
Simpang Dago                                       | -6.887322    | 107.6137     | 
Simpang Lima Telaga                                | 0.5772408    | 123.046616   | 
SIMPANG SIAGA BOYOLALI                             | -7.5323563   | 110.60123    | 
Simpati Fun Run 2025                               | -6.2454147   | 106.78323    | 
Sincia Run 2024                                    | -7.2797375   | 112.80609    | 
Sincia Run 2025                                    | -7.2766595   | 112.817955   | 
Sincia Run 2026                                    | -7.2758317   | 112.80296    | 
Sincia Run on Bali 2025                            | -8.722906    | 115.182724   | 
singapore marathon 2024                            | 1.287517     | 103.853096   | 
Singaraja Run 2026                                 | -8.103596    | 115.088936   | 
Singkawang Bakcang Festival 2025                   | 0.90301114   | 108.97662    | 
Singosari Fun Run 2026                             | -7.8924947   | 112.66083    | 
Sinjai                                             | -5.217196    | 120.11273    | 
Sintang                                            | -0.1378068   | 112.810555   | 
SIRKUIT GOKART BOYOLALI                            | -7.537367    | 110.62707    | 
SIRKUIT PANCING                                    | 3.6128008    | 98.711075    | 
Sirkuit Sepatu Roda Bantul                         | -7.875333    | 110.3786     | 
Sisingamaraja arah senayan Kebayoran baru          | -6.233105    | 106.79825    | 
Siten Fun Run 2026                                 | -7.926162    | 110.30843    | 
Situ Buleud Loop                                   | -6.556989    | 107.44619    | 
Situ Cileunca                                      | -7.192472    | 107.55098    | 
Situbondo                                          | -7.788852    | 114.1915     | 
Skagata 5K: Student Running Race 2025              | -7.7768674   | 110.36585    | 
Skaneka Fun Run 2025                               | -8.142364    | 112.13961    | 
Skatify Championship 2024                          | -7.782699    | 110.41995    | 
Skipi Water Run 2024                               | -6.186357    | 106.75033    | 
SKM stadion Kanjuruhan Malang                      | -8.150436    | 112.57381    | 
Skyland Run 2025                                   | -7.866655    | 112.576614   | 
SKYRUN 2025                                        | -6.978727    | 110.3776     | 
SLA 1st Anniversarry 2025                          | -7.2608604   | 110.4222     | 
Slamet Trail Run 2025                              | -7.24228     | 109.291214   | 
Sleman                                             | -7.7325215   | 110.402374   | 
Sleman City Hall Run                               | -7.7213354   | 110.36154    | 
Sleman Temple Run 2024                             | -7.7776036   | 110.494064   | 
SLK-Lollypop Bali Charity Run 2025                 | -8.660398    | 115.174965   | 
SMABINSA Color Run 2026                            | -8.561057    | 115.1734     | 
SMADA RUN 5k NGANJUK                               | -7.6198983   | 111.89783    | 
Smadatara Run 2026                                 | -8.368377    | 114.195175   | 
SMANDA Running 2024                                | -7.6855955   | 109.03632    | 
SMANESI Color Run 2025                             | -7.918702    | 112.673      | 
Smanja Run 2025                                    | -7.106951    | 110.25933    | 
SMANLI Culture Run 5K 2026                         | -7.671336    | 110.03621    | 
SMANSA BUNDA BANYUASIN                             | -2.8974338   | 104.401855   | 
Smansa PPU Fun Run 2025                            | -1.2651833   | 116.76068    | 
SMANSA RUN 5K 2025                                 | -7.1681166   | 112.65322    | 
SMANSEL Fun Run 2025                               | -8.443116    | 115.48541    | 
Smara berlari 2025                                 | -7.4247093   | 109.36335    | 
Smartfren Fun Run 5K Mertasari 2024                | -8.71127     | 115.24949    | 
Smartfren Fun Run 5K Surabaya 2024                 | -7.308912    | 112.73606    | 
SMARTFREN Fun Run Kendal 2025                      | -6.9229684   | 110.203354   | 
Smartfren Fun Run Klaten 2025                      | -7.6943364   | 110.60815    | 
Smartfren Fun Run Siantar 2025                     | 2.9558969    | 99.0603      | 
Smash My Valentine                                 | -6.311946    | 106.79481    | 
Smedikha Fun Run 2025                              | -7.3024673   | 112.76023    | 
SMR Klaten Runners                                 | -7.70022     | 110.60496    | 
Sneakerzone Fun Run 5K                             | -7.3001347   | 112.762215   | 
Sobo Ketampanrame 2026                             | -7.6660833   | 112.604546   | 
Sobo Ketapanrame Run 2025                          | -7.6661043   | 112.61141    | 
Sociolla Bestie Pink Run 5K 2025                   | -6.2239437   | 106.80365    | 
Soebarkat Fun Run 2026                             | -7.327664    | 110.49764    | 
Soegarda Fun Run 2024 Purbalingga                  | -7.4013066   | 109.37438    | 
Soekarno Night Run 2025                            | -8.0970125   | 112.16514    | 
Soekarno Run                                       | -7.2609997   | 112.7399     | 
Soekarno Run 2024                                  | -6.2184653   | 106.80186    | 
Soekarno Run Bandung 2025                          | -6.9127064   | 107.60971    | 
Soekarno Run Runniversary 2025                     | -6.218441    | 106.802574   | 
Soekarno Run Solo 2025                             | -7.5716763   | 110.83074    | 
Soeradji Run 2025                                  | -7.7140665   | 110.58861    | 
Solo Hype Run 2026                                 | -7.549941    | 110.802826   | 
Solo Imlek Run 2026                                | -7.569267    | 110.82961    | 
Solo Safari Family Run 2023                        | -7.564397    | 110.85851    | 
Solo Square Berlari 2024 #3                        | -7.5605164   | 110.788635   | 
Solok Green Run 2025                               | -0.7984217   | 100.652664   | 
SONDE Fun Run 5K 2025                              | -6.9902263   | 109.13369    | 
Sondokoro Heritage Run 2025                        | -7.575706    | 110.93022    | 
Sorak Sorai Fest Fun Run 2025                      | -6.3020315   | 106.9001     | 
SOT II: The Interstellar                           | -6.140837    | 106.85465    | 
SOTR #2 2026                                       | -7.7184296   | 110.354904   | 
Souvenhostel x RTC Runners                         | -6.2549686   | 106.54814    | 
SP Golf Course                                     | -0.948083    | 100.47929    | 
Space Run 2026                                     | -7.3296323   | 108.36374    | 
Spartan Race South Asean Series 2024               | -6.128746    | 106.833305   | 
Spazio Play on Whizteria 2025                      | -7.28969     | 112.67725    | 
SPENTHREE 6.4K RUN FOR FUN                         | -7.4193273   | 109.233406   | 
Spijiro Fun Run 2026                               | -7.6829185   | 112.266655   | 
Spill Run Tasikmalaya 2026                         | -7.3488717   | 108.22172    | 
SPIRIT RUN CHARITY                                 | -7.756658    | 112.193695   | 
Splash Run 2025                                    | -2.521454    | 112.94592    | 
Spooktacular Halloween FUN RUN                     | -7.7834063   | 110.402115   | 
Sport Center Langensari                            | -7.3487234   | 108.633865   | 
Sport Center Persibal Luwuk                        | -0.942129    | 122.79319    | 
SPORT CENTER POLEWALI MANDAR                       | -3.4041486   | 119.30972    | 
SPORT TANAH GROGOT STADION TAPIS                   | -1.8893961   | 116.18951    | 
Sportaways depok                                   | -6.3833103   | 106.9436     | 
Sportel Bali Triathlon 2024                        | -8.788989    | 115.156784   | 
Sragen                                             | -7.43027     | 111.009186   | 
Sragen Berlari 2026                                | -7.415476    | 110.8543     | 
Srandil 5K 2026                                    | -7.6848116   | 109.191315   | 
Srawung KobaRun 2025                               | -7.7873054   | 110.37021    | 
Sriharjo Forest Trail Run 2024                     | -7.942887    | 110.41735    | 
Sriharjo Forest Trail Run 2025                     | -7.945301    | 110.4175     | 
Sriharjo Fun Trail Run 2023                        | -7.94117     | 110.37421    | 
SSF Solidarity Run 2025                            | -6.888002    | 109.16277    | 
ST. Louis 2 Fun Run 2026                           | -7.2574472   | 112.720695   | 
Stadion  Soemantri Brodjonegoro                    | -6.2217083   | 106.83474    | 
Stadion Andi Mappe, Pangkep                        | -4.83755     | 119.54922    | 
STADION BABE PALAR TOMOHON                         | 1.3100402    | 124.84054    | 
Stadion baning sintang                             | 0.060712293  | 111.49681    | 
Stadion Batakan                                    | -1.233059    | 116.943436   | 
Stadion Batoro Katong Ponorogo                     | -7.863153    | 111.477936   | 
Stadion Benteng Reborn                             | -6.1737475   | 106.638306   | 
Stadion Bhumi Phala Temanggung                     | -7.32606     | 110.19797    | 
Stadion Bima 1                                     | -6.731304    | 108.53368    | 
STADION BIMA 2                                     | -6.733298    | 108.53129    | 
Stadion Bumi Sekala Bekhak                         | -5.2579427   | 104.28646    | 
Stadion Candabirawa Pare                           | -7.7639112   | 112.1847     | 
Stadion Candra Bhirawa Pare                        | -7.9661975   | 112.35634    | 
Stadion Cot Girek Paya Kareung                     | 5.203446     | 96.73554     | 
Stadion Dua Sudara Bitung                          | 1.4337877    | 125.11507    | 
Stadion Gajah Mada Loops                           | -7.509878    | 112.54618    | 
Stadion Gelora Bumi Kartini Jepara                 | -6.5831137   | 110.66373    | 
Stadion Harapan Bangsa Banda Aceh                  | 5.5231533    | 95.32317     | 
Stadion Jati Kalianda                              | -5.694199    | 105.58991    | 
Stadion Kebogiro Boyolali                          | -7.521631    | 110.53713    | 
Stadion Kendal                                     | -6.930459    | 110.2057     | 
Stadion Koni Jambi                                 | -1.5933062   | 103.62216    | 
STADION Letjen. H. SOEDIRMAN BOJONEGORO            | -7.148393    | 111.899895   | 
Stadion Madya GBK                                  | -6.217176    | 106.79952    | 
Stadion Maesa Tondano                              | 1.316728     | 124.91278    | 
Stadion Maguwoharjo                                | -7.7505975   | 110.41819    | 
Stadion Merpati, Depok                             | -6.389376    | 106.80677    | 
Stadion Mini Bulukumba                             | -5.54633     | 120.18977    | 
STADION MINI JAMBI                                 | -1.6319335   | 103.58144    | 
Stadion mini tunas jaya                            | -6.0659485   | 106.651436   | 
Stadion Mochtar Pemalang                           | -6.9048467   | 109.3845     | 
Stadion Olahraga Kawangkoan                        | 1.1957598    | 124.790794   | 
Stadion Pahoman,Bandar Lampung                     | -5.4296465   | 105.272575   | 
Stadion Pakansari                                  | -6.495206    | 106.83336    | 
STADION PERTA ARUN GAS LHOKSEUMAWE                 | 5.218135     | 97.04779     | 
Stadion Pringgondani                               | -7.8005953   | 110.91511    | 
STADION RANGGAJATI SUMBER, CIREBON                 | -6.7617354   | 108.47923    | 
Stadion Seruni Cilegon                             | -6.023788    | 106.08138    | 
Stadion Singaperbangsa | Karawang                  | -6.302792    | 107.30637    | 
Stadion Sport Center Majene                        | -3.5605376   | 118.939674   | 
Stadion Sukung Kotabumi                            | -4.8423657   | 104.89713    | 
Stadion Sultan Agung                               | -7.8743753   | 110.3802     | 
Stadion Sultan Fatah Demak                         | -6.794162    | 110.71356    | 
Stadion Sumpah Pemuda Bandar Lampung               | -5.3776393   | 105.278625   | 
Stadion Tejosari, Metro Lampung                    | -5.1369505   | 105.32207    | 
Stadion Trikoyo                                    | -7.7056093   | 110.59693    | 
Stadion universitas diponegoro                     | -7.054382    | 110.44573    | 
Stadion Utama Palaran                              | -0.58625317  | 117.12931    | 
stadion wahyu aji ajibarang wetan                  | -7.402188    | 109.08047    | 
Stadion Watubelah Cirebon                          | -6.7378626   | 108.496925   | 
Stadion Wibawa Mukti                               | -6.3114476   | 107.1804     | 
Stadion Widya Manggala Krida                       | -6.9577675   | 109.64125    | 
Stadion Wijaya Kusuma Cilacap                      | -7.695476    | 109.03413    | 
STADION WIRADADAHA                                 | -7.3363833   | 108.220085   | 
Stadion Yosonegoro Magetan                         | -7.652899    | 111.33831    | 
Stadium Batuah Buntok                              | -1.726565    | 114.83552    | 
Starfit Run 2025                                   | -6.304574    | 106.68712    | 
Stasioen 2 Stasioen 2024                           | -7.5614896   | 110.79659    | 
Steel Run 2025 Cilegon Banten                      | -5.9944587   | 106.02715    | 
STIBUL Run 2026                                    | -8.11718     | 115.091286   | 
STIE YKPN Fun Run 2025                             | -7.768026    | 110.4105     | 
Stiekia Fun Run 2025                               | -7.167166    | 111.89975    | 
Stikes Bina Usada Fun Run 2025                     | -8.645967    | 115.11439    | 
STIKES Nasional Run 2023                           | -7.594197    | 110.81166    | 
Stufest Run 2024                                   | -7.687684    | 110.41416    | 
Stufest Run 2025                                   | -7.6867414   | 110.40963    | 
Subak Sembung                                      | -8.613866    | 115.21416    | 
Subang                                             | -6.3487616   | 107.76362    | 
Sudirman Loop                                      | -6.2217255   | 106.80879    | 
Sudut Pandang                                      | -6.842172    | 107.62318    | 
Suiker Run 2024                                    | -7.7034893   | 111.53685    | 
Sukabumi                                           | -6.87915     | 106.94741    | 
sukafotolari                                       | -5.299843    | 119.46159    | 
Sukalari Color Festival Cianjur 2025               | -6.820564    | 107.13953    | 
Sukalari Color Festival Garut                      | -7.1940274   | 107.900185   | 
Sukalari Color Festival Sukabumi 2025              | -6.931586    | 106.91866    | 
Sukamajurun 2025                                   | -2.6079957   | 120.46612    | 
Sukoharjo                                          | -7.6483507   | 110.85529    | 
Sukoharjo Playon 2025                              | -7.6877556   | 110.85292    | 
Sukoharjo Run Tourism 2025                         | -7.721341    | 110.9339     | 
Sukoharjo Run Tourism 2025 2nd Series              | -7.7673135   | 110.820625   | 
Sukurun 2025                                       | -6.7979846   | 110.81493    | 
Sumba Timur                                        | -9.98021     | 120.34355    | 
Sumbawa                                            | -8.652933    | 117.36165    | 
Sumber Sira Fun Run 2024                           | -8.120014    | 112.62349    | 
Sumberagung Sport Center                           | -7.9069953   | 110.362625   | 
Sumbing Banaran Trail Run 2026                     | -7.364285    | 110.12576    | 
Sumedang                                           | -6.832858    | 107.953186   | 
Sumedang Runtastic 2025                            | -6.840025    | 107.92596    | 
Sumenep                                            | -6.9254      | 113.90606    | 
SUMMARECON MUTIARA MAKASSAR                        | -5.0724998   | 119.498856   | 
Summer Fest Fun Run Anyer 2025                     | -6.0773115   | 105.88341    | 
Sumpah Profesi PPPG PGSD FKIP UKSW 2025            | -7.318239    | 110.498604   | 
Sumut Run Festival 2025                            | 3.6038804    | 98.822205    | 
Sundaland Run 2025                                 | -6.5663424   | 106.79296    | 
Sundaland Run 2026                                 | -6.582535    | 106.796074   | 
Sunday Morning Run 2025                            | -7.944583    | 112.62784    | 
Sunday Social Run 2024 RTC Runners                 | -6.1613235   | 106.549644   | 
Sundayrun                                          | -7.3147697   | 110.497856   | 
Sungailiat Trail Run 2025                          | -1.7992951   | 106.11604    | 
Sungaiselan Fun Run 2025                           | -2.3778489   | 105.983635   | 
SUNSET FUN RUN 5K BOLTIM 2025                      | 0.75800204   | 124.61167    | 
Sunset hhh Special Run 2025                        | -7.193905    | 110.36679    | 
Sunset Jagarun 2025                                | -7.0203686   | 108.4177     | 
Superball Run 2023                                 | -6.218755    | 106.833626   | 
Superball Run 7th Edition 2022                     | -6.247774    | 106.80749    | 
Superball Run 9th 2024                             | -6.218342    | 106.83517    | 
SUPERSKIN x SR 2024 by Proinstreet                 | -7.016907    | 110.418396   | 
Surabaya Beach Run 2025                            | -7.2521048   | 112.79678    | 
Surabaya Couple Run 2025                           | -7.2648163   | 112.746735   | 
Surabaya Fast Marathon 2023                        | -7.289026    | 112.81718    | 
Surabaya KulineRun Bersama BUMN 2023               | -7.262485    | 112.74159    | 
Surabaya Medic Air Run 2024                        | -7.265372    | 112.75978    | 
Surabaya Qris Run 2024                             | -7.2344527   | 112.73659    | 
Surabaya Run 4 Heroes 2023                         | -7.26222     | 112.74804    | 
Surabaya Smada Half Marathon 2025                  | -7.258258    | 112.74903    | 
SURAJAYA LOOP                                      | -7.113217    | 112.4297     | 
Surakarta ultra cycling challenge 2024             | -7.5349264   | 110.755806   | 
Surosowan Run 2025                                 | -6.031151    | 106.15065    | 
Suroto st., Kotabaru                               | -7.785118    | 110.37461    | 
Surya Running Fest 2025                            | -6.714239    | 108.562836   | 
Sustainability Run 4 Caring 2025                   | -6.171182    | 106.552124   | 
Sustainable Fashion Fest 2024                      | -8.654228    | 115.12502    | 
SusuRun 2025                                       | -7.5463905   | 110.61148    | 
Suvarna Sutera Fun Run 8K                          | -6.2016      | 106.52308    | 
Swiss-Belresort Run and Grow 2025                  | -2.5908012   | 107.64416    | 
Syafana Tangerang 10K 2025                         | -6.236069    | 106.626976   | 
Syawalan Fun Run 5K 2025                           | -7.3620567   | 108.277176   | 
Sylvesterun 2025                                   | -7.7474427   | 110.57949    | 
Syuhada Run 2026                                   | -7.7860284   | 110.36915    | 
Tabalong                                           | -1.864302    | 115.56811    | 
Tabalong Oktoberun 2025                            | -2.1731179   | 115.39765    | 
Tabanan                                            | -8.459556    | 115.0466     | 
Tahura Banten Trail Taste 2025                     | -6.2921176   | 105.84128    | 
Tahura Trail Run 2026                              | -6.858717    | 107.63065    | 
Takalar                                            | -5.4162493   | 119.487564   | 
Takalar Run 2025                                   | -5.4272294   | 119.4385     | 
Takbir Run 2025                                    | -6.9077544   | 107.62791    | 
Taman Alun Alun Sawangan Depok                     | -6.388857    | 106.75191    | 
Taman Bakrie Kuningan                              | -6.213306    | 106.83021    | 
Taman Bungkul                                      | -7.291279    | 112.739494   | 
Taman Dealova                                      | -2.1278327   | 106.089676   | 
Taman GOR Palu Sulawesi                            | -0.8957513   | 119.872345   | 
Taman Hijau - SLG                                  | -7.812447    | 112.06031    | 
Taman Jayawijaya                                   | -7.537116    | 110.84227    | 
Taman kehati                                       | -2.5244007   | 121.34484    | 
Taman Kota Kijang, Bintan Timur                    | 0.8451989    | 104.60343    | 
Taman Kota Sumpiuh Banyumas                        | -7.612673    | 109.35674    | 
Taman Kota Tasikmalaya                             | -7.3261204   | 108.2207     | 
Taman Lembah Dewata                                | -6.8089075   | 107.64371    | 
TAMAN LOKASANA                                     | -7.3283567   | 108.345795   | 
Taman Merdeka Kota Metro                           | -5.1146755   | 105.30835    | 
Taman Ria Palu 2025                                | -0.883666    | 119.84294    | 
Taman Siswa (Tamsis) Masamba                       | -2.5577278   | 120.31978    | 
Taman suropati                                     | -6.198723    | 106.83269    | 
Taman Tugu Selong                                  | -8.65125     | 116.5397     | 
Tamandayu - Pandaan                                | -7.6672673   | 112.6996     | 
Tana Tidung                                        | 3.551869     | 117.07941    | 
Tana Toraja                                        | -3.0753002   | 119.74261    | 
Tanah Datar                                        | -0.4797043   | 100.57462    | 
Tanah Rumbia Trail Run 2025                        | -5.5773115   | 119.61552    | 
Tangerang                                          | -6.1870008   | 106.487656   | 
Tangerang 10K 2025                                 | -6.170978    | 106.64045    | 
Tangerang Color Run Lightfest 2025                 | -6.2204657   | 106.666      | 
Tangeruns Run For Love 5K 2025                     | -6.167939    | 106.633835   | 
Tanggamus                                          | -5.3027487   | 104.56553    | 
Tanggamus Run 10K 2024                             | -5.4897385   | 104.621864   | 
Tangsel Couple Color Run Challenge 2025            | -6.2743793   | 106.71825    | 
Tangsel Marathon 2022                              | -6.293662    | 106.66637    | 
Tangsel Run For Humanity 2025                      | -6.295542    | 106.667274   | 
Tanjakan Cingkrik Bayeman                          | -7.2425976   | 109.331535   | 
Tanjakan Juanda Depok                              | -6.3780627   | 106.834465   | 
Tanjakanhambalang                                  | -6.54215     | 106.888756   | 
Tanjung Pendam - Belitung                          | -2.745326    | 107.62421    | 
Tapin                                              | -2.9160745   | 115.0466     | 
Tarkam  run 5k Banyumas                            | -7.5156984   | 109.29384    | 
Taruna Bakti University 5K Fun Run                 | -6.899394    | 107.6297     | 
Tasikmalaya                                        | -7.6513305   | 108.14287    | 
TDP Fun Run 2025                                   | -8.5348215   | 115.40331    | 
Tebelian AirSport                                  | -0.031593    | 111.46434    | 
Tebet Eco Park                                     | -6.239279    | 106.852516   | 
Tebet Highlander 10K 2024                          | -5.46068     | 105.24373    | 
Tegal                                              | -6.990237    | 109.140434   | 
Tegal City Run (TCR) 2026                          | -6.86725     | 109.13791    | 
Tegal City Run 2024                                | -6.867182    | 109.14171    | 
Tegal City Run 2025                                | -6.8557405   | 109.13768    | 
Teladan Charity Run 2025                           | -7.776616    | 110.38904    | 
Telaga bestari                                     | -6.2038207   | 106.47232    | 
TELAGA GOLF LOOP - Sawangan                        | -6.404325    | 106.753494   | 
TELAGA NGEBEL PONOROGO                             | -7.80891     | 111.62692    | 
Telkomsel Run Fest 5K 2025                         | 2.11214      | 99.82375     | 
Temanggung                                         | -7.2748723   | 110.08919    | 
TEMBOLAK JOGING TRACK                              | -8.624442    | 116.09818    | 
Tenggarong City Run 2024                           | -0.41323063  | 116.988945   | 
Tenth Fun Run 2026                                 | -6.946079    | 107.6411     | 
Tepi Laut Tanjungpinang                            | 0.929309     | 104.43802    | 
Terakhirun Fest 2024                               | -6.9074774   | 107.601425   | 
Teras samarinda                                    | -0.470374    | 117.147934   | 
Teras Samarinda                                    | -0.5015198   | 117.137726   | 
TestosteRUN 2024                                   | -7.76834     | 110.37343    | 
TGM Fun Run 2024                                   | -6.9017186   | 107.62514    | 
TGX Culture Run2026: Lari 5K Bersama Budaya 2026   | -8.057573    | 111.717155   | 
TGX Half Marathon 2025 x Gunung Madu 50TH          | -5.3823566   | 105.25925    | 
The Gade Fest 2024                                 | -6.2353535   | 106.83751    | 
The Gili Backyard Ultra 2026                       | -8.361177    | 116.036995   | 
The International Yogyakarta 42K 2023              | -7.801333    | 110.36478    | 
The King and The Queen of Andong 2025              | -7.3944507   | 110.38012    | 
The Lodge Maribaya                                 | -6.8294134   | 107.68746    | 
The Madsif Run 2025                                | -7.4877844   | 112.652985   | 
The Unstoppable 5G Run 2026                        | -6.9166703   | 107.64117    | 
The Wujil Semarang Mountain Race 2026              | -7.1731925   | 110.41573    | 
THRUN2025                                          | -7.34245     | 108.2148     | 
Thursday Night Run Polbangtan 2024                 | -7.8023453   | 110.38175    | 
Tiarasary Family Run 2025                          | -6.908458    | 109.72024    | 
Tiento Run 2025                                    | -6.9016194   | 107.61879    | 
Tikungan Rasuna Said                               | -6.2362676   | 106.82744    | 
Timbau Tenggarong                                  | -0.429393    | 116.994736   | 
Timbulharjo Fun Run 2024                           | -7.871577    | 110.360825   | 
Tinjomoyo Fun Trail 2024                           | -7.02857     | 110.40128    | 
Tirtodipu Run                                      | -7.817719    | 110.36321    | 
Titi Batu Anniver-Sweat Run 2025                   | -8.536481    | 115.26673    | 
Titik Nol Bulukumba                                | -5.6219897   | 120.472176   | 
TMII LOOP                                          | -6.300581    | 106.89348    | 
Toba Samosir                                       | 2.3502398    | 99.27856     | 
TOGEAN HALF MARATHON                               | -0.9140717   | 121.58843    | 
Tojo Una-Una                                       | -1.098757    | 121.537      | 
Tol airmadidi                                      | 1.409742     | 124.98884    | 
Tomoni                                             | -2.515899    | 120.81186    | 
Tompobulu Maros Trail Run 2024                     | -5.149847    | 119.8008     | 
Tondano Heritage Fun Run 2025                      | 1.300618     | 124.91131    | 
Topan Fun Run 2025                                 | -8.6244545   | 115.12487    | 
Topi Jingga                                        | -7.7314186   | 110.42266    | 
Topshop Color Run Lampung 2024                     | -5.3776264   | 105.3189     | 
Toraja Coffee Festival Trail Run 2025              | -3.1035492   | 119.785866   | 
Toraja Utara                                       | -2.8621943   | 119.83523    | 
Torau Fun Run 2025                                 | -1.7851151   | 120.552216   | 
Tour de Borobudur 2024                             | -7.601203    | 110.19902    | 
Tour De Borobudur Port Sally Club 2025             | -7.61484     | 110.191376   | 
Tour de Menoreh 2024 with Luna Maya                | -7.739969    | 110.198265   | 
Tour De. Ambarukmo 2024                            | -7.7830615   | 110.42338    | 
Tour of Kemala Banyuwangi 2023                     | -8.210947    | 114.385376   | 
Tour of Kemala Jogja 2025                          | -7.798783    | 110.40414    | 
TRAIL FUN RUN CIAMIS                               | -7.33127     | 108.41024    | 
Trail fun run ciamis 2024                          | -7.3289604   | 108.404526   | 
Trail of The Kings - Lake Toba 2025                | 2.6011376    | 98.702034    | 
Trail Run AltiAceh Ujong Pancu Lhok Ketapang Banda | 5.56479      | 95.235985    | 
Trail Run Bumi Raung 2025                          | -8.118386    | 114.04273    | 
Trail Run TWA Tomohon                              | 1.3338171    | 124.853615   | 
TraktoRun 2025                                     | -7.7687726   | 110.38098    | 
Trans Balerang Ultra Marathon 2026                 | 0.719827     | 104.21169    | 
Transjogja Run 2025                                | -7.78698     | 110.37406    | 
Trenggalek                                         | -8.182411    | 111.61838    | 
TRF Run 5K 22 Juni 2025                            | -6.91376     | 107.640015   | 
Triathlon Buddies Anniversary 2025                 | -6.2165465   | 106.80571    | 
Tring Golden Run 2026                              | -6.2194495   | 106.808014   | 
TRISPORTSERIES JAKARTA 2025                        | -6.056842    | 106.70959    | 
Trisula Trail Run Challenge 2025                   | -7.937873    | 112.73763    | 
Tropical Night Run 2025                            | 1.011437     | 104.245705   | 
Trust 2025                                         | -6.233839    | 106.79998    | 
Tuban Beach Run 2024                               | -6.787336    | 111.90421    | 
Tuban Beach Run 2025                               | -6.7738914   | 111.93395    | 
Tugu Boboca, Pantai Malalayang                     | 1.4607238    | 124.79586    | 
Tugu Jogja                                         | -7.774758    | 110.36776    | 
Tugu Kartasura                                     | -7.550326    | 110.736755   | 
Tugu Kartini Jepara                                | -6.595318    | 110.66599    | 
Tugu KTM Bahomohoni                                | -2.4788916   | 121.92535    | 
Tugu Muda Marathon 2025                            | -6.993616    | 110.42016    | 
Tugu Raha                                          | -4.841318    | 122.7263     | 
TuguMare                                           | -4.8059697   | 120.34312    | 
Tulungagung                                        | -8.091221    | 111.96417    | 
Tunjungan Loop                                     | -7.258628    | 112.738464   | 
Tunjungsari Edufun Run 2025                        | -6.6140475   | 107.15272    | 
Tur Batas Kota Sport Fest 2025                     | -6.3419557   | 106.77038    | 
TURIS KEBUN RAYA BOGOR                             | -6.59336     | 106.79805    | 
TVRI Fun Run 2024                                  | -7.289953    | 112.71444    | 
TVRI Yogyakarta Fun Run 2025                       | -7.7648573   | 110.36234    | 
Two Legged Terror 2025                             | -8.6572      | 115.26585    | 
U-Fest Fun Run 2026                                | -6.253056    | 106.486206   | 
UAM Run 2025                                       | -7.40744     | 112.55651    | 
UB Forest Trail Run 2025                           | -7.831321    | 112.58667    | 
UBB RUN 2025                                       | -2.067809    | 106.078224   | 
UBHARUN 2025                                       | -7.3208337   | 112.73218    | 
UBS Run 2025                                       | -6.2520595   | 107.00266    | 
Ubud Melancarun 2025                               | -8.505821    | 115.26221    | 
Ubud Run Day 2025                                  | -8.530164    | 115.25119    | 
UDAYANA JOGGING TRACK                              | -8.572171    | 116.10244    | 
Udayana Wardah Glowlympic Fun Run 2024             | -8.672647    | 115.219124   | 
UFO Fun Run 5K 2024                                | -8.019096    | 112.619286   | 
Ugal-ugalan Night Race 2026                        | -7.8648453   | 111.46282    | 
UGJ Run 6,5K 2026                                  | -6.72891     | 108.545906   | 
UGM Trail Run 2024                                 | -7.5914965   | 110.42778    | 
UGM Trail Run 2025                                 | -7.5953403   | 110.43196    | 
UHB Charity 5K Run 2025                            | -7.4211555   | 109.27235    | 
UI Eco Run 2026                                    | -6.3604097   | 106.82712    | 
UI LOOP                                            | -6.36832     | 106.82949    | 
UI Ultra 2023                                      | -6.368353    | 106.828255   | 
UI Ultra 2025                                      | -6.3606176   | 106.82722    | 
UIN Alauddin Makassar                              | -5.203627    | 119.49751    | 
UIN Kiai Ageng Muhammad Besari Ponorogo Culture Fu | -7.821828    | 111.509514   | 
Ujung-Ujungnya Pelarian Fun Run 7K 2025            | -6.8885717   | 109.77547    | 
UKDW Fun Run 2025                                  | -7.785946    | 110.3783     | 
UkirRUN JEPARA 2025                                | -6.588913    | 110.65957    | 
Ulee Lheu Park - Fun Run 2024                      | 5.5593176    | 95.285355    | 
Ultimate Fun Walk 2024                             | -6.241548    | 106.78286    | 
Ultra Trail Mount Moeria 2025                      | -6.667512    | 110.90452    | 
Uluere Bantaeng Trail Run 2025                     | -5.4275146   | 119.925896   | 
UM Run 2025                                        | -7.9623995   | 112.61883    | 
UMBARUN 2025                                       | -6.574443    | 106.6348     | 
UMGO Fun Run 2026                                  | 0.6207209    | 123.01568    | 
UMLA Fun Run 2025                                  | -7.1056194   | 112.390686   | 
UMM Speed Run 2026                                 | -7.921621    | 112.59741    | 
UMPO City Run 2024                                 | -7.8647947   | 111.495255   | 
UMS Fun Run 5K 2025                                | -7.546375    | 110.77195    | 
Undiksha Run 2026                                  | -8.119745    | 115.08891    | 
Undip Run 2024                                     | -7.05018     | 110.43906    | 
Undip Street Loop                                  | -7.046839    | 110.437965   | 
Unej Loop                                          | -8.164784    | 113.71533    | 
